TANGGAL,RUANG,JAM,NAMA,USERNAME,TOPIK,TIPE
27—28 Juni 2020,Gimpscape Artweek,09:30 – 17:30,Verina Anjani,@verina_bot,Yuk ikutan Gimpscape Artweek! Banyak materi yang bakalan sayang banget kalau dilewatin. Skuy daftar!,Kelas Lokakarya
